monthly_income	avg_monthly_spend	credit_limit	num_transactions	account_tenure_months	cash_withdraw_ratio	late_payment_count	age	region_risk_score	marketing_score	app_login_count	employment_type	debt_to_income	payment_delay_ratio	repayment_issue
17322.205702422200	10721.622332872400	22506.68504970230	30	78	0.15492180425841700	1	43	0.3626599938803100	29.408131253803900	20	salaried	0.6189524889069490	0.03225806451612900	1
19600.738049231500	8072.125867568350	27229.44909990100	37	102	0.22121078943863500	0	30	0.1294313618568330	42.44103980057990	21	salaried	0.4118276489024790	0.0	1
17314.807774641800	14234.143241033000	11260.827917564300	41	35	0.2711802718733540	0	44	0.23035290699519300	69.67403044585880	12	self_employed	0.8220791952353880	0.0	1
46208.14100628740	6028.191245856690	21367.215827878500	38	38	0.27177345503440100	0	47	0.4343940119259140	37.310995398455500	27	salaried	0.13045734181421500	0.0	0
21907.86776811930	15450.945399858400	31531.049867315300	37	35	0.052183350025404900	0	26	0.42601276062512100	39.02550102219140	22	salaried	0.7052692468019620	0.0	1
14427.849753278000	12501.186467244700	19076.206185829500	31	33	0.23789066756617600	1	68	0.3618640866734670	52.908829197223000	18	self_employed	0.8664622019926760	0.03125	1
30608.03896894410	10832.255410817500	27464.36094576260	31	23	0.1272917019127670	3	55	0.33699477403638200	44.438053493007100	20	self_employed	0.35390230069323600	0.09375	1
13516.447281270600	6518.396047878690	31457.898500308800	35	29	0.0	1	29	0.6099467604569630	83.42231650024480	17	salaried	0.4822566102048920	0.027777777777777800	1
23945.73333224640	16833.39597636060	23863.55741055230	51	93	0.7113378297284420	3	68	0.1629934831360490	47.562080529856100	20	salaried	0.7029810172358330	0.057692307692307700	1
10058.083820866600	10512.124898310500	28557.141384040400	31	74	0.13020239110706300	1	55	0.047735455867332800	55.028275193260600	28	salaried	1.0451419063044500	0.03125	1
12948.375049359600	7891.467756118150	19207.259819562300	31	103	0.13852717687827900	0	50	0.33420321200506800	64.15653177198980	17		0.6094562233512420	0.0	1
23831.04673798180	3668.294077720880	25026.387622742200	33	64	0.048034581645911200	2	38	0.3481375988501220	63.86866798794280	21	salaried	0.15392920495910800	0.058823529411764700	0
29595.767256571900	13195.330456944200	33308.75849842940	37	98	0.09137605679542390	0	37	0.1524585475591700	53.49931372336070	14	self_employed	0.44585194708929500	0.0	0
23589.272025584700	29658.77218474290	28422.61858845850	41	28	0.22169915276288300	1	68	0.1614131279871980	47.583087699710000	18	self_employed	1.2572991719530500	0.023809523809523800	1
21030.744861048400	28213.804164825500	21910.34230398670	24	68	0.4527719986180040	0	25	0.4672539122377070	80.36042804568890	14		1.3415503992481500	0.0	1
19527.099969196900	10875.922549928600	29099.484595322200	27	14	0.220847699267848	1	47	0.10975437042835400	48.503595870286	21		0.5569655794810710	0.03571428571428570	1
12192.681867964000	10188.394657529000	34548.293186718600	46	24	0.2014656536147990	3	26	0.1896526042138560	43.37464843357280	15	salaried	0.8356155575828510	0.06382978723404260	1
16515.627232077200	16497.240693940000	13128.235252296400	42	19	0.43004109655320800	2	57	0.3365643931560400	40.31226517558970	20	salaried	0.9988867187495310	0.046511627906976700	1
	8524.729337367290	40363.287385931000	39	9	0.1713405204197380	2	31	0.2625731198304750	24.09795195939870	20		0.46532558330708800	0.05	1
33619.07490883680	15303.033488015800	23916.188254598100	28	109	0.2531724093363500	1	60	0.4939711260481570	62.32423628355750	23	other	0.4551890118782940	0.034482758620689700	1
25271.872966705800	18858.822589709400	31223.349541339100	37	70	0.11176449021805300	0	69	0.32339097174580300	14.778974043487600	28	salaried	0.7462376300543590	0.0	1
10881.114358865200	23204.928043092700	40906.179689723800	32	39	0.5027700251428860	0	53	0.07010162667431940	49.91415738642620	19	salaried	2.0	0.0	1
25075.174896924100	12770.979708017900	16645.81655648600	41	40	0.40727653600537700	1	44	0.31189045607593500	46.92709048592920	19	self_employed	0.5093077021602140	0.023809523809523800	1
18882.051388207300	12189.70244506180	20987.78013807830	41	98	0.227051894569995	0	36	0.3229031566604510	83.59947788347170	23	salaried	0.6455708754544980	0.0	1
16801.63025846370	8999.351840111350	24318.872073394500	43	13	0.19008350771939100	4	52	0.0659673043344329	22.525231569295600	31	salaried	0.5356237282735120	0.09090909090909090	1
	9208.698824218050	20448.938798006200	37	3	0.24522408150448900	3	42	0.1676958116584950	36.483450695234600	18	salaried	0.32733647065555100	0.07894736842105260	1
33269.61540055250	12065.247583400500	49376.39729965710	33	27	0.2292426132083800	1	28	0.0904723847204221	47.95855311977530	10		0.3626506479903620	0.029411764705882400	0
31968.683041921000	15761.325702724000	19932.95691362830	26	44	0.01797705020159900	3	25	0.1399080688579580	47.037059937962500	20	salaried	0.4930239285132870	0.1111111111111110	1
15745.548835798700	20153.093553213700	22149.243628209300	43	54	0.41240011771380600	1	21	0.6749864139132940	41.75683113784930	25	other	1.279923219150930	0.022727272727272700	1
19463.86696783260	9307.441050641880	28898.24544642160	29	26	0.21592933296334200	1	57	0.04070416656424140	48.78518135896750	24	salaried	0.47819074524214800	0.03333333333333330	0
25147.288901528400	26152.75600320770	17663.359105121100	32	55	0.5347510564069220	0	28	0.30023413990875700	31.10655906695390	18	salaried	1.0399831212667300	0.0	1
32539.76148514440	11825.273943141700	23423.89070678190	33	109	0.31327235661438700	2	22	0.06485435128851270	55.35789318492410	22	self_employed	0.363409976085424	0.058823529411764700	1
18184.598978632700	13231.88488580210	30064.74919773050	28	58	0.0	2	35	0.05296464971008360	15.177719868836300	18	salaried	0.7276423803103890	0.06896551724137930	1
20449.964168840500	9544.828270039440	23944.617977080400	34	65	0.0577564825226424	0	44	0.304231934862292	49.61345966184110	16	salaried	0.4667405864985750	0.0	0
14149.944918773000	4487.683318481140	26038.060172004300	39	83	0.0	2	43	0.5338679930240020	40.9946495860464	22	salaried	0.31715199912384400	0.05	1
	19886.978073659300	22353.401048186500	39	10	0.05589279185216530	0	66	0.3004960003448590	65.24431914134950	24	salaried	1.4568886177464900	0.0	1
30485.618565697100	18612.333915807300	15834.325962955600	41	61	0.004959748871592980	2	48	0.1388576977632660	76.32966605949960	20	self_employed	0.6105283340634010	0.047619047619047600	1
37892.02745022150	11771.099358068700	30108.344070599200	29	47	0.2878851235572760	1	63	0.6231266294572310	45.034217468744600	21	salaried	0.310648443753302	0.03333333333333330	1
21401.064684143500	13768.598712567300	49723.183646270300	37	29	0.20258719875905900	1	59	0.30131488064066300	70.86088893712150	20	other	0.6433604549949680	0.02631578947368420	1
32906.09438146070	16851.12413783620	27077.017132989300	33	54	0.3610809877043330	1	45	0.2014810657200170	45.25825579054380	20	self_employed	0.5120973623454430	0.029411764705882400	1
25454.667653610700	6613.407880769890	29110.15731951000	43	20	0.24428506259890600	4	57	0.2045791764033800	35.508102153063600	22	salaried	0.2598112051889940	0.09090909090909090	1
17016.727301127100	10529.3965436887	34284.6483944689	34	93	0.21395363977827500	1	54	0.1760215664431340	76.1885544827843	18	salaried	0.6187674255666810	0.02857142857142860	1
25452.219851525100	19099.531899022600	17252.879329951600	29	88	0.5504810423904020	1	42	0.5390624300199970	57.8116466710101	16	salaried	0.7504073126210310	0.03333333333333330	1
40750.14294788390	7597.463796349260	48819.257277620200	35	18	0.28342339507877500	1	23	0.13100621703612900	50.066577839147200	12	salaried	0.18644017534038600	0.027777777777777800	0
21713.068306214400	15246.43629990820	28877.414943907800	36	68	0.23792327237461400	3	61	0.18179768586571900	60.30766212647970	22	self_employed	0.7021778813059120	0.08108108108108110	1
41186.15611831280	7255.667654690750	47626.75273951250	41	7	0.12198386198979400	1	33	0.6437605591538730	54.11322552695250	17	salaried	0.17616763346032800	0.023809523809523800	1
7724.110568427820	16479.846549363600	20815.19341257820	39	84	0.07361297264955590	2	66	0.34935579098374600	48.96170888087720	29	other	2.0	0.05	1
30600.174843073800	13147.163789889700	50834.04940384210	35	5	0.3655751527588150	0	58	0.29690247178030300	30.103477590380100	17	salaried	0.42964342057887100	0.0	1
22806.909728456100	6458.747437434130	35288.2181202977	34	93	0.3566043996752290	1	26	0.7152439282438880	45.941948942581	20	salaried	0.28319257252882400	0.02857142857142860	1
19543.481052635900	22564.48997458900	32648.82120425350	45	83	0.48573681084235	0	27	0.30308355775166800	59.348831351877100	24	salaried	1.1545788549039300	0.0	1
22849.952341618500	9599.187998998390	29199.54946987870	48	82	0.3218367389954220	0	61	0.20433792031018900	48.15842861469780	24	salaried	0.42009663107763200	0.0	0
9946.464438169160	9277.86192612681	24661.903997025200	37	72	0.19103457438406800	1	38	0.27187632653500000	63.534886416955800	14	self_employed	0.9327798821180500	0.02631578947368420	1
20173.623138073900	14621.614216788800	40953.2348167703	27	117	0.32665154181554800	1	21	0.49279896399544400	55.75482535800180	29	self_employed	0.724788706357525	0.03571428571428570	1
25408.65209345330	22401.58081033310	28257.832490493500	26	9	0.23795490966940900	1	66	0.7144016462169050	36.82795522871890	22	salaried	0.8816516802205730	0.037037037037037000	1
39781.51427395880	8458.102878893680	13514.596516156800	34	52	0.3798077701110660	2	20	0.21458124847124600	30.212420632518100	14	other	0.21261389952746000	0.05714285714285710	0
17902.433148778400	13735.73256068190	18196.503485057100	30	16	0.45014977402780700	2	61	0.1619207852868670	47.64232250104750	15	self_employed	0.7672550678743430	0.06451612903225810	1
15940.248769527600	16203.254970595400	25208.940359010200	33	40	0.22471654804243200	3	57	0.13143744712736100	42.136573278431200	13	self_employed	1.016499504171520	0.08823529411764710	1
18021.074950358300	18249.58325246280	29986.412581804500	39	106	0.5135964459722110	1	32	0.2783030526847800	55.04482714432530	18	self_employed	1.0126800594711500	0.025	1
	14463.719650516700	26375.584426538200	35	81	0.4282520901432280	1	61	0.21328731156397400	39.22793511855910	16	self_employed	0.4553166594746810	0.027777777777777800	1
25122.030362886500	11325.787364713200	41218.38923562590	31	113	0.2526526509146610	0	63	0.08909894546657250	40.76911511367690	18	salaried	0.4508308922930490	0.0	0
17820.34245857720	9205.757667491720	13590.33758579000	29	49	0.35061149125869100	0	43	0.49112064515615900	65.79604576392370	17	salaried	0.5165870234475130	0.0	1
27046.3400842769	13887.782105526900	28289.77689126270	30	114	0.29582453304702800	5	51	0.33374692778126900	52.223044529418500	22	salaried	0.5134810130410380	0.16129032258064500	1
22898.599254350800	8246.444729818930	14238.534582162200	40	35	0.25329909892064400	2	49	0.2827874223007870	39.459094018590600	20	self_employed	0.3601287850937910	0.04878048780487810	0
32450.073794009800	3588.150911758070	35097.9956354203	37	45	0.5369717584709520	7	25	0.49251536323339200	50.26462713102530	17	other	0.11057450699605000	0.18421052631578900	1
16633.578999127600	16259.81347885620	26028.29384035090	25	93	0.3276406691486040	0	57	0.3280627902825110	70.68366864502520	23	self_employed	0.9775294589161480	0.0	1
19320.75414376190	20065.7704262721	31159.158386738200	33	31	0.12385474590534100	2	52	0.38565195623307000	54.40680032412080	21	other	1.0385604142036400	0.058823529411764700	1
18829.06072834350	4613.215526462960	19883.40938594890	38	59	0.09580454846070870	1	63	0.06342454018140220	58.89426214137690	14		0.24500507980829100	0.02564102564102560	1
12266.092419276100	8481.318353191070	42100.40864183330	30	103	0.10193546193216600	0	42	0.21209717068047400	38.71648195208840	17	self_employed	0.6914441912945890	0.0	1
24796.25991313390	17652.26561275270	38739.058453547300	33	7	0.323425675137726	2	29	0.086794564511863	65.39629065701900	18	self_employed	0.7118922641798380	0.058823529411764700	1
24450.895227929400	33720.89525274490	32999.26297321350	51	95	0.1987729491521410	0	65	0.13390477568115700	84.77153390695700	18	self_employed	1.379127223702910	0.0	1
22071.564452221100	13485.322738750200	25710.865498984100	32	98	0.29999405749191700	1	34	0.3327833710421770	38.1279853623072	16	self_employed	0.6109817347991920	0.030303030303030300	1
20053.62364141160	9627.690729960210	32956.7063343307	38	62	0.39045944274420600	1	42	0.3226626659206160	32.27159038442020	21	salaried	0.48009730820312100	0.02564102564102560	0
12504.598094109500	12304.208059414100	21006.50858287860	28	119	0.5543070295648430	1	55	0.21999651234599700	52.633133657527200	20	salaried	0.9839746920942830	0.034482758620689700	1
18615.351539907100	24802.36743328910	36295.33431254550	40	72	0.20222901494674600	0	20	0.06319938234706450	63.13257574766620	23	other	1.3323609484418600	0.0	1
19204.774392686500	9989.762717854090	47921.4414660157	31	4	0.03871740890001550	2	27	0.29837004767131200	48.629154919246100	17	salaried	0.520170792615942	0.0625	1
15979.934050533700	9324.154750329790	39132.699311343700	40	72	0.518860309799609	0	22	0.49910071430456600	34.20190405936010	24	salaried	0.5834914412565060	0.0	1
20650.31216726170	10751.122159284800	20840.200892318400	33	112	0.031434876652139300	1	33	0.36953160635572900	48.37123757329420	16	salaried	0.5206275852976800	0.029411764705882400	1
25890.21411067350	8699.337273518890	30530.945691064100	33	45	0.02553569388163120	0	36	0.4331161207196280	58.97138409166180	25	salaried	0.33600870337849000	0.0	1
46839.135471445000	14117.940482057400	17109.69361052110	35	6	0.5149675389950350	2	53	0.2648889823861260	43.89452259580910	18	self_employed	0.301413344630672	0.05555555555555560	1
23619.575679519600	27753.168873962900	32870.68837907150	44	58	0.4099347291606220	1	66	0.43873317567231000	59.10882526632380	21	self_employed	1.1750070894807600	0.022222222222222200	1
24416.640249749700	15450.33048793880	31499.003660934500	46	95	0.3227260511839270	1	25	0.39403089216016100	67.47066177859870	27	other	0.6327787250785740	0.02127659574468090	1
21380.223403235100	11925.579667906300	13982.53431964090	40	61	0.24251185038197900	1	24	0.585685446173988	53.603459386556700	23	salaried	0.5577855498975640	0.024390243902439000	1
10223.98300019170	11715.697977602000	17914.677978827500	22	91	0.2141193973907120	2	65	0.19738664279610500	49.58078343082560	21	self_employed	1.1459035072126300	0.08695652173913040	1
21794.09738198780	6611.488761052120	24364.96176798440	36	11	0.1523760962508490	1	60	0.459209944386476	62.44015887839420	19	other	0.3033614398050880	0.02702702702702700	1
22563.57329886040	19878.60684858940	24214.310697469700	38	5	0.20754352385868800	2	59	0.47830752307775500	37.158487588441500	25	other	0.8810043775111370	0.05128205128205130	1
	12899.879656390100	17618.1178107914	50	92	0.24288769284539200	1	48	0.24049303667688600	35.679352494606200	21	other	0.2186411268105940	0.0196078431372549	1
20395.215419978200	12317.59539283060	30826.887387474300	28	50	0.043832516209086800	1	54	0.6479201429207710	46.00141572606520	14	self_employed	0.603945344002832	0.034482758620689700	1
24850.14674983880	56212.723414283400	29378.42273007000	36	45	0.12696572260413200	2	37	0.2620670863712780	42.621808177783000	13	salaried	2.0	0.05405405405405410	1
21722.748146322500	15282.120186633400	25134.729239216300	38	93	0.0	2	59	0.06958843765661970	37.94987037064290	12	salaried	0.7035076816107430	0.05128205128205130	1
13801.447886485400	9525.179333266280	20650.049075927200	34	102	0.261689117815047	2	67	0.1800945238712470	77.45702712498160	19		0.6901579755696120	0.05714285714285710	1
34791.52584145180	11027.407917764500	38833.847137692600	24	98	0.261715180162649	0	49	0.16394843105894900	82.57989814241440	21	self_employed	0.31695672009377900	0.0	1
29755.617392773900	22399.64902376680	48020.94215231020	35	3	0.516777315439777	0	34	0.4935733143820620	44.69442436616630	10	self_employed	0.7527872377202480	0.0	1
30224.640425415800	14058.348319467500	22714.379944846600	35	59	0.30633323830488400	2	34	0.36575891648972	51.37578424622550	11	salaried	0.46512872019631600	0.05555555555555560	1
15309.747837655700	6993.769146794250	21714.631587019200	38	55	0.16659368996269300	0	35	0.3260169682972610	47.18235769904310	20	self_employed	0.45681804958227100	0.0	1
38604.25275462690	20204.346238326800	31949.847378042600	43	18	0.21994674974504000	2	52	0.23149294313873500	66.61248860177230	24	salaried	0.523370996629514	0.045454545454545500	0
12572.40453532020	9890.551253211400	23734.612792816400	35	53	0.32302334687666500	0	29	0.4551327792574850	69.58468342760070	19	salaried	0.786687321858394	0.0	1
	31038.510891743300	25622.111285593500	37	114	0.28414189398175000	4	38	0.23768319097504300	23.3410430196553	18	salaried	1.1143164435198400	0.10526315789473700	1
52901.25017283730	21720.71363369860	34852.446099827600	34	77	0.3367428878817400	0	56	0.19485425193141300	57.14016200098440	17	other	0.4105897982133370	0.0	0
14820.779124146700	10923.865246299400	13790.36404129360	27	92	0.30655671603069000	3	69	0.19922633762206200	30.39767988258280	22	salaried	0.7370641688129450	0.10714285714285700	1
17561.79193085300	23776.60428097950	42676.5903577104	36	106	0.2121033602215000	2	22	0.1454002424802930	76.37408236812920	16	self_employed	1.3538825863896100	0.05405405405405410	1
22922.18610397860	13773.957901661000	27596.33308157060	33	57	0.16963100633905000	2	55	0.278622464519177	56.60372045315600	22	salaried	0.6009007098703470	0.058823529411764700	1
18008.6907238978	19609.08295223570	23294.612727392900	42	3	0.16156566940600500	2	23	0.2539229876253200	37.64975692456050	22	self_employed	1.0888677723924800	0.046511627906976700	1
11845.870769571100	16616.139611983100	26075.932619131000	25	92	0.11120930730669100	3	30	0.2805045497977410	46.3801791809322	21	self_employed	1.4026946549734100	0.11538461538461500	1
22638.905554638100	9128.343344422110	26551.732379953600	43	30	0.08768210743382120	1	60	0.13664498211109800	45.665341126007600	13	other	0.4032148693050210	0.022727272727272700	1
14401.368481836400	10000.622054156400	14677.625579112700	39	55	0.5257695896293710	1	52	0.36402409023579000	57.87669414328720	18	salaried	0.6944216493571130	0.025	1
26620.502598462900	21236.62082671490	45398.2292338294	37	60	0.26870652274690800	0	47	0.12816520656944800	65.62868906266220	19	salaried	0.7977543154253260	0.0	1
15248.40682835690	11491.364285348300	27295.140762830400	40	75	0.22670478233375000	3	51	0.33761551619620700	32.77689062042440	18	self_employed	0.7536108142116380	0.07317073170731710	1
40944.540612072300	11140.675974094700	31415.313549010400	37	62	0.17561735257406400	1	35	0.5506932504651390	77.58131751368170	23	salaried	0.272091854189955	0.02631578947368420	1
16101.99865074230	8692.317245679330	37535.49958268190	37	61	0.31433186639964000	0	28	0.2208182316223540	74.08535161731270	22	salaried	0.5398284669014440	0.0	1
19364.08602395060	16165.256853505000	18818.451680460900	34	110	0.43054958290841100	3	30	0.22254997598215800	36.87014648613430	21	salaried	0.8348060855292060	0.08571428571428570	1
	33797.30057576470	31752.132412448300	39	24	0.35848967143836100	1	25	0.23470536920811700	51.09202691543460	19	self_employed	1.1081914106637000	0.025	1
13462.378191336400	8263.555225193840	24497.482059885800	26	10	0.38823836309672700	1	68	0.16617763212713600	75.66212816171480	23	salaried	0.6138258120331040	0.037037037037037000	1
24124.518653983500	13506.127569742000	36183.908098839000	35	51	0.1620206826724030	4	46	0.2944924761801260	68.49377880016230	19		0.5598506549896230	0.1111111111111110	1
37155.12896973950	25222.68961475110	12777.87454256620	36	44	0.24938061373249300	1	31	0.1869316180255160	44.94885454928160	21	self_employed	0.6788481244485340	0.02702702702702700	1
11579.675244015800	12889.410656972900	25986.09834349820	42	29	0.16399328322115600	0	41	0.19526212379169100	62.215097218518100	22		1.1131064028444100	0.0	1
23714.77482954490	16375.921083775400	21785.780612451200	34	41	0.26605470982048600	2	59	0.2511436869383740	94.95797437578710	15	salaried	0.6905366465201930	0.05714285714285710	1
24439.43066250570	8282.688662257670	31297.454042413400	33	85	0.44088865120873200	0	67	0.3188203378188190	51.57739972776820	18	salaried	0.33890677637448900	0.0	1
30113.5088394839	16199.541101371800	31714.06224923130	35	27	0.3159105767355760	0	56	0.10857756415760300	40.51027622839970	22		0.5379493033416110	0.0	1
13429.643117687700	12280.710775264300	21001.11765198180	30	40	0.4940071548994080	0	40	0.3937420664272210	52.58629778137100	20	salaried	0.9144480361573980	0.0	1
12988.47045392790	20818.108711474400	20967.714890295200	35	87	0.20672145843247900	0	52	0.0504038832182257	53.69828143245980	11		1.6028144950030500	0.0	1
27140.344486349600	22795.62072898900	25881.070739605100	26	26	0.12895584189744300	0	36	0.3711351944159890	42.13194891499850	23	self_employed	0.8399164108051080	0.0	1
24804.83491231370	42843.26086270990	19656.73330510550	48	26	0.3268192730041420	2	48	0.18940163427063400	56.62437601721330	19	salaried	1.7272141102395200	0.04081632653061220	1
24347.808881721500	17341.104204940900	36123.333519704900	28	62	0.26782875448342300	1	59	0.49227849621989000	31.183984104087500	25	other	0.7122244259917500	0.034482758620689700	1
25300.496114668600	15469.232689933400	23641.938756260200	31	85	0.29840533797470000	2	29	0.28830972058687200	40.01699199486980	21	salaried	0.6114201326259660	0.0625	1
16780.790882647000	14580.975874202800	9725.962382566700	32	52	0.2759830244449750	2	37	0.28982951697612000	61.373671642322000	19	salaried	0.8689087407245490	0.06060606060606060	1
24170.82191885800	11396.654976769200	23595.523249038000	36	113	0.17733484399727900	1	66	0.240784360631407	23.67693722686620	21		0.47150465197369200	0.02702702702702700	1
24766.04867872120	15557.805134019400	18704.317577776600	34	68	0.2793604071655000	0	32	0.41008915414445000	63.547513879921600	27		0.6281908485218540	0.0	1
16551.95387566640	11696.785804002600	15200.041917923200	33	16	0.3960055803743760	0	46	0.25936976058995400	19.820279514414500	28	salaried	0.7066710004066910	0.0	1
46458.27163343200	14411.869823525500	17446.610649105200	30	55	0.41141615618529300	2	29	0.13409242201366500	24.030131316855300	9	salaried	0.31021106289185600	0.06451612903225810	0
26623.063510449100	24171.24278872090	27953.3678021877	40	34	0.17657251012219400	2	51	0.30352793760269700	42.51531885416170	18	salaried	0.9079061385716950	0.04878048780487810	1
	8493.49491719211	42831.294311210200	39	108	0.28465088975957300	1	60	0.3417636687209470	54.30295764229030	19	salaried	0.6210008952056040	0.025	1
28641.770647665400	22313.459770205900	30019.863729481300	34	98	0.4715666624322380	2	64	0.11708402025681600	69.87895404691080	20	self_employed	0.7790530845558850	0.05714285714285710	1
14915.069130591900	24165.99552241970	21757.717781933800	32	94	0.17981638764107100	1	22	0.18402301546523200	50.86434144739390	24	self_employed	1.620240262437230	0.030303030303030300	1
30176.955268501100	12668.440286467500	31557.497181370300	29	50	0.15258304008511700	1	41	0.3341685430137900	46.30169588636020	16	salaried	0.419805118632723	0.03333333333333330	1
35011.72315247970	5141.834983631470	22909.762103241000	32	41	0.3691604445953310	1	46	0.11935871818318900	58.693718719772100	17	salaried	0.14686038048565200	0.030303030303030300	1
15862.72145214500	10162.70682881120	21097.07893524990	32	42	0.34284388104707200	2	22	0.13474563077326900	36.936517692981000	20	salaried	0.6406660332194730	0.06060606060606060	1
32381.755835816600	23948.178506836200	17961.270252668600	27	44	0.12445358774018300	4	52	0.17496811869472600	52.091227390196100	18	salaried	0.7395577506130100	0.14285714285714300	1
25980.781504443200	13222.951807656800	14572.040211612500	35	113	0.04008091045637330	5	21	0.1779727879074290	32.008306130669600	34	salaried	0.5089512725163960	0.1388888888888890	1
	8521.21312684408	23471.136300779800	45	106	0.28173341534445200	1	30	0.37017307264000800	51.2388577531312	24	salaried	0.27845186573707300	0.021739130434782600	1
47038.28826855060	10645.060763107900	28433.36963306680	31	79	0.18721043532026100	0	65	0.3205962270282090	48.05245511225900	19	salaried	0.22630629546579600	0.0	1
19967.170994365500	19502.1308302296	26008.57877575520	31	78	0.0	1	29	0.15910678344901100	37.93598117825870	16	salaried	0.9767097620255220	0.03125	1
16293.239306075500	17086.26333110340	23258.166001437700	22	10	0.1469196214227300	0	58	0.5833857679328900	52.47560954806610	15	self_employed	1.0486719681783700	0.0	1
